Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Upload,Whitebox Model
55971093,CenturyLink,DSL,OR,West,-5,-4,20,0.896,skwb8
55971157,CenturyLink,DSL,AZ,West,-5,-4,20,0.896,skwb8
1001196,Frontier,DSL,PA,Northeast,-5,-4,24,1.5,skwb8
24734521,Frontier,DSL,OH,Midwest,-5,-4,24,1,skwb8
25755029,Frontier,DSL,MI,Midwest,-5,-4,24,3,skwb8
3767021,Frontier,DSL,PA,Northeast,-5,-4,24,1.5,skwb8
38098145,Frontier,DSL,IN,Midwest,-6,-5,24,1.5,skwb8
3782321,Frontier,DSL,WV,South,-5,-4,24,1,skwb8
40206093,Frontier,DSL,WV,South,-5,-4,24,1.5,skwb8
7516,Frontier,DSL,CT,Northeast,-5,-4,25,2,wnr3500l-high
24839509,Frontier,DSL,TX,South,-6,-5,25,2,skwb8
25755049,Frontier,DSL,MI,Midwest,-5,-4,25,1,skwb8
3798729,Frontier,DSL,NY,Northeast,-5,-4,25,1,skwb8
3898581,CenturyLink,DSL,PA,Northeast,-5,-4,40,5,skwb8
800346,CenturyLink,DSL,FL,South,-5,-4,40,5,wdr3600
3893177,CenturyLink,DSL,AZ,West,-7,-7,40,5,skwb8
26160493,CenturyLink,DSL,WA,West,-8,-7,40,5,skwb8
55789761,CenturyLink,DSL,NM,West,-5,-4,40,2,skwb8
56059845,CenturyLink,DSL,MN,Midwest,-5,-4,40,2,skwb8
26113921,CenturyLink,DSL,AZ,West,-7,-7,40,5,skwb8
55458541,Verizon,Fiber,MD,South,-5,-4,50,50,skwb8
6314,CenturyLink,DSL,ID,West,-7,-6,80,20,wnr3500l-high
39485889,CenturyLink,DSL,ID,West,-7,-6,100,10,skwb8
39486289,CenturyLink,DSL,ID,West,-7,-6,100,50,skwb8
5953,Comcast,Cable,TX,South,-6,-5,105,10,wnr3500l-high
5871,Comcast,Cable,CO,West,-7,-6,105,10,wnr3500l-high
39357125,Comcast,Cable,CA,West,-8,-7,175,5,skwb8
38713689,Comcast,Cable,CA,West,-8,-7,275,10,skwb8
55187537,Optimum,Cable,NJ,Northeast,-5,-4,400,40,skwb8
4062593,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,750,200,skwb8
4172757,Comcast,Cable,MI,Midwest,-5,-4,900,20,skwb8
24733501,Comcast,Cable,FL,South,-5,-4,900,20,skwb8
39774677,Comcast,Cable,FL,South,-5,-4,900,20,skwb8
36691897,Comcast,Cable,IL,Midwest,-6,-5,900,20,skwb8
24525669,Comcast,Cable,MS,South,-6,-5,900,20,skwb8
54369113,Comcast,Cable,FL,South,-5,-4,900,20,skwb8
54730445,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
24558809,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730257,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
3798873,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
38713389,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730373,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
41089049,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
38513457,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
54730337,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730301,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730309,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
3814801,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
54730369,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
3914109,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730261,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
38714073,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
36509061,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
38713785,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
1006756,Comcast,Cable,CO,West,-7,-6,1200,35,skwb8
38659033,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
39876933,Comcast,Cable,GA,South,-5,-4,1200,35,skwb8
38659045,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
38966365,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
4172769,Comcast,Cable,MI,Midwest,-5,-4,1200,35,skwb8
25755061,Comcast,Cable,CO,West,-7,-6,1200,35,skwb8
38966485,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
39876929,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
38658853,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
25657861,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
38658917,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
3693305,Comcast,Cable,CO,West,-7,-6,1200,35,skwb8
31273129,Comcast,Cable,TX,South,-6,-5,1200,35,skwb8
25657913,Comcast,Cable,MD,South,-5,-4,1200,35,skwb8
6432493,Comcast,Cable,FL,South,-5,-4,1200,35,skwb8
1006204,Comcast,Cable,MD,South,-5,-4,1200,35,skwb8
40729909,Comcast,Cable,MD,South,-5,-4,1200,35,skwb8
36861825,Comcast,Cable,TX,South,-6,-5,1200,35,skwb8
26226041,Comcast,Cable,MA,Northeast,-5,-4,1200,35,skwb8
4636281,Comcast,Cable,MI,Midwest,-5,-4,1200,35,skwb8
38659169,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
38658945,Comcast,Cable,GA,South,-5,-4,1200,35,skwb8
25657893,Comcast,Cable,NJ,Northeast,-5,-4,1200,35,skwb8
40467925,Comcast,Cable,TX,South,-6,-5,1200,35,skwb8
24767517,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
25170237,Comcast,Cable,CT,Northeast,-5,-4,1200,35,skwb8
38966489,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
1006764,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
4040457,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
4040437,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
39877201,Comcast,Cable,FL,South,-5,-4,1200,35,skwb8
38658857,Comcast,Cable,CA,West,-5,-4,1200,35,skwb8
38713469,Comcast,Cable,GA,South,-5,-4,1200,35,skwb8
38713757,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
55971073,Comcast,Cable,OR,West,-5,-4,1200,35,skwb8
25657969,Comcast,Cable,TX,South,-6,-5,1200,35,skwb8
25170485,Comcast,Cable,MA,Northeast,-5,-4,1200,35,skwb8
36691909,Comcast,Cable,PA,Northeast,-5,-4,1200,35,skwb8
1006748,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
25657925,Comcast,Cable,MA,Northeast,-5,-4,1200,35,skwb8
38659053,Comcast,Cable,WV,South,-5,-4,1200,35,skwb8
38966345,Comcast,Cable,GA,South,-5,-4,1200,35,skwb8
26490165,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
24525717,Comcast,Cable,MN,Midwest,-6,-5,1200,35,skwb8
38098073,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
39357137,Comcast,Cable,VA,South,-5,-4,1200,35,skwb8
24030797,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
3898641,Comcast,Cable,CT,Northeast,-5,-4,1200,35,skwb8
38713285,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
1006732,Comcast,Cable,OR,West,-8,-7,1200,35,skwb8
22074757,Comcast,Cable,PA,Northeast,-5,-4,1200,35,skwb8
38713637,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
4040385,Comcast,Cable,TX,South,-6,-5,1200,35,skwb8
4273765,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
37991957,Comcast,Cable,MA,Northeast,-5,-4,1200,35,skwb8
1006730,Comcast,Cable,MA,Northeast,-5,-4,1200,35,skwb8
25657813,Comcast,Cable,MA,Northeast,-5,-4,1200,35,skwb8
32833357,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
40730721,Comcast,Cable,CA,West,-8,-7,1200,35,skwb8
25657945,Comcast,Cable,WA,West,-8,-7,1200,35,skwb8
25754749,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
38098205,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
24733133,Frontier,Fiber,CA,West,-8,-7,1000,1000,skwb8
24839817,Frontier,Fiber,FL,South,-5,-4,1000,1000,skwb8
24839945,Frontier,Fiber,CA,West,-8,-7,1000,1000,skwb8
3782389,Frontier,Fiber,FL,South,-5,-4,1000,1000,skwb8
24839673,Frontier,Fiber,FL,South,-5,-4,1000,1000,skwb8
1000287,Frontier,Fiber,FL,South,-5,-4,1000,1000,skwb8
1006726,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
24806969,Frontier,Fiber,FL,South,-5,-4,1000,1000,skwb8
39774529,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
24807225,Frontier,Fiber,CA,West,-8,-7,1000,1000,skwb8
38098489,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
24869185,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
24840045,Frontier,Fiber,CA,West,-8,-7,1000,1000,skwb8
38407149,Frontier,Fiber,CA,West,-8,-7,1000,1000,skwb8
40518705,Windstream,Fiber,GA,South,-5,-4,1000,1000,skwb8
1000429,Windstream,Fiber,KY,South,-5,-4,1000,1000,skwb8
24734545,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
38098493,Frontier,Fiber,TX,South,-6,-5,1000,1000,skwb8
26226661,Windstream,Fiber,GA,South,-5,-4,1000,1000,skwb8
54730401,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
3798909,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730349,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730313,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
54730305,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
55187149,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
55187269,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
55105405,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
24733409,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
54730269,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
55187165,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
55187297,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
55105425,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
37692857,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
27351473,Cincinnati Bell,Fiber,KY,South,-5,-4,1000,250,skwb8
3814989,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
24558877,Cincinnati Bell,Fiber,OH,Midwest,-5,-4,1000,250,skwb8
38513497,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38658733,Mediacom,Cable,MO,Midwest,-6,-5,1000,50,skwb8
38513393,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
39774573,Mediacom,Cable,AL,South,-6,-5,1000,50,skwb8
38513481,Mediacom,Cable,GA,South,-5,-4,1000,50,skwb8
38513473,Mediacom,Cable,FL,South,-5,-4,1000,50,skwb8
38513401,Mediacom,Cable,FL,South,-6,-5,1000,50,skwb8
24970801,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
26226141,Mediacom,Cable,IL,Midwest,-6,-5,1000,50,skwb8
47507813,Mediacom,Cable,IL,Midwest,-6,-5,1000,50,skwb8
38513285,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
24869229,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
26226129,Mediacom,Cable,AL,South,-6,-5,1000,50,skwb8
38513373,Mediacom,Cable,MO,Midwest,-6,-5,1000,50,skwb8
38513477,Mediacom,Cable,NC,South,-5,-4,1000,50,skwb8
38658717,Mediacom,Cable,MO,Midwest,-6,-5,1000,50,skwb8
38513361,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38513289,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38513293,Mediacom,Cable,IL,Midwest,-6,-5,1000,50,skwb8
40206141,Mediacom,Cable,AL,South,-6,-5,1000,50,skwb8
38513505,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38513521,Mediacom,Cable,IN,Midwest,-5,-4,1000,50,skwb8
38513349,Mediacom,Cable,MN,Midwest,-6,-5,1000,50,skwb8
39876981,Mediacom,Cable,FL,South,-6,-5,1000,50,skwb8
38658725,Mediacom,Cable,IL,Midwest,-6,-5,1000,50,skwb8
26437521,Mediacom,Cable,MO,Midwest,-6,-5,1000,50,skwb8
26114325,Mediacom,Cable,GA,South,-5,-4,1000,50,skwb8
998117,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38513341,Mediacom,Cable,DE,South,-5,-4,1000,50,skwb8
40206153,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38513345,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
38513545,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
26226133,Mediacom,Cable,MO,Midwest,-6,-5,1000,50,skwb8
38513281,Mediacom,Cable,IA,Midwest,-6,-5,1000,50,skwb8
24840709,Optimum,Cable,NJ,Northeast,-5,-4,1000,50,skwb8
38098105,Optimum,Cable,NY,Northeast,-5,-4,1000,50,skwb8
24733925,Optimum,Cable,NY,Northeast,-5,-4,1000,50,skwb8
24733877,Optimum,Cable,NY,Northeast,-5,-4,1000,50,skwb8
55703069,Optimum,Cable,NY,Northeast,-5,-4,1000,50,skwb8
25886357,Optimum,Cable,NY,Northeast,-5,-4,1000,50,skwb8
40730593,CenturyLink,Fiber,NV,West,-8,-7,940,940,skwb8
3952445,Cox,Fiber,OK,South,-6,-5,940,940,skwb8
39486357,CenturyLink,Fiber,NV,West,-8,-7,940,940,skwb8
3798805,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
40518917,CenturyLink,Fiber,NV,West,-8,-7,940,940,skwb8
39486317,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
41089081,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
3676289,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
24840641,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
39486385,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
38513297,CenturyLink,Fiber,MO,Midwest,-6,-5,940,940,skwb8
39486549,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
39486245,CenturyLink,Fiber,NC,South,-5,-4,940,940,skwb8
38966373,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39536265,CenturyLink,Fiber,WI,Midwest,-6,-5,940,940,skwb8
38513449,CenturyLink,Fiber,MO,Midwest,-6,-5,940,940,skwb8
39485925,CenturyLink,Fiber,MT,West,-7,-6,940,940,skwb8
40730653,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
55789477,CenturyLink,Fiber,OR,West,-5,-4,940,940,skwb8
39486389,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39486493,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
40730437,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39486213,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39486061,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39536069,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
40206181,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
23244589,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39774653,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39486313,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39774625,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
40844101,CenturyLink,Fiber,SD,Midwest,-6,-5,940,940,skwb8
39877009,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39485941,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39536025,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39486433,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
40730637,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39485881,CenturyLink,Fiber,WA,West,-5,-4,940,940,skwb8
39580973,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39485921,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39486141,CenturyLink,Fiber,UT,West,-7,-6,940,940,skwb8
39486177,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
40730497,CenturyLink,Fiber,ID,West,-7,-6,940,940,skwb8
39485861,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39486393,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
41089061,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
40417241,CenturyLink,Fiber,NE,Midwest,-6,-5,940,940,skwb8
55789533,CenturyLink,Fiber,WA,West,-5,-4,940,940,skwb8
39536165,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
55703221,CenturyLink,Fiber,AZ,West,-5,-4,940,940,skwb8
39774737,CenturyLink,Fiber,UT,West,-7,-6,940,940,skwb8
39486465,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
1006914,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
3893165,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39536305,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
55789513,CenturyLink,Fiber,OR,West,-5,-4,940,940,skwb8
40730477,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39486237,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
3814901,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
24869785,CenturyLink,Fiber,ID,West,-7,-6,940,940,skwb8
55893189,CenturyLink,Fiber,CO,West,-5,-4,940,940,skwb8
39485897,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39827533,CenturyLink,Fiber,WA,West,-8,-7,940,940,skwb8
39536233,CenturyLink,Fiber,AZ,West,-7,-7,940,940,skwb8
39485957,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
39486089,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
39536081,CenturyLink,Fiber,SD,Midwest,-6,-5,940,940,skwb8
39774709,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39486189,CenturyLink,Fiber,IA,Midwest,-6,-5,940,940,skwb8
39486029,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
40467897,CenturyLink,Fiber,AZ,West,-7,-7,940,940,skwb8
3708769,CenturyLink,Fiber,CA,West,-8,-7,940,940,skwb8
39774645,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
39774665,CenturyLink,Fiber,MN,Midwest,-6,-5,940,940,skwb8
39485997,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
39485869,CenturyLink,Fiber,CO,West,-7,-6,940,940,skwb8
39486153,CenturyLink,Fiber,MO,Midwest,-6,-5,940,940,skwb8
39485865,CenturyLink,Fiber,OR,West,-8,-7,940,940,skwb8
26114181,CenturyLink,Fiber,NV,West,-8,-7,940,940,skwb8
39580949,CenturyLink,Fiber,UT,West,-7,-6,940,940,skwb8
39774641,CenturyLink,Fiber,NV,West,-8,-7,940,940,skwb8
3941949,CenturyLink,Fiber,AZ,West,-7,-7,940,940,skwb8
40730177,CenturyLink,Fiber,FL,South,-5,-4,940,940,skwb8
