Unit ID,ISP,Technology,STATE,CENSUS,timezone_offset,timezone_offset_dst,Download,Upload
8726,Charter,CABLE,AL,SOUTH,-6,-5,60,4
8777,Charter,CABLE,GA,SOUTH,-5,-4,60,4
8838,Charter,CABLE,TN,SOUTH,-6,-5,60,4
8854,Charter,CABLE,NC,SOUTH,-5,-4,60,4
8900,Charter,CABLE,NC,SOUTH,-5,-4,60,4
8922,Charter,CABLE,UNKNOWN,UNKNOWN,-8,-7,25,3
8928,Charter,CABLE,NV,WEST,-8,-7,60,4
8930,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
8993,Charter,REMOVE,TX,SOUTH,-6,-5,REMOVE,REMOVE
9071,Charter,CABLE,CA,WEST,-8,-7,60,4
9164,Charter,CABLE,CA,WEST,-8,-7,60,4
9189,Charter,CABLE,CA,WEST,-8,-7,60,4
9214,Charter,CABLE,TN,SOUTH,-6,-5,60,4
9223,Charter,CABLE,GA,SOUTH,-5,-4,60,4
9235,Charter,CABLE,CA,WEST,-8,-7,60,4
9330,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
9341,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
9377,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
9406,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
9425,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
9467,Charter,CABLE,CA,WEST,-8,-7,60,4
9528,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
9587,Charter,CABLE,NY,NORTHEAST,-5,-4,60,4
9614,Charter,CABLE,WI,MIDWEST,-6,-5,REMOVE,REMOVE
9648,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
9675,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
9722,Charter,CABLE,CT,NORTHEAST,-5,-4,60,4
9754,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
9755,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
9932,Charter,CABLE,NC,SOUTH,-5,-4,60,4
10062,Charter,CABLE,AL,SOUTH,-6,-5,60,4
10185,Charter,CABLE,NC,SOUTH,-5,-4,60,4
10283,Charter,CABLE,WI,MIDWEST,-6,-5,15,3
10367,Charter,CABLE,CA,WEST,-8,-7,60,4
10492,Charter,CABLE,CA,WEST,-8,-7,60,4
10515,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
10563,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
10602,Charter,CABLE,GA,SOUTH,-5,-4,60,4
10605,Charter,CABLE,GA,SOUTH,-5,-4,60,4
10610,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
10620,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
10621,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
10629,Charter,CABLE,TN,SOUTH,-6,-5,60,4
10638,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
10640,Charter,CABLE,LA,SOUTH,-6,-5,60,4
10646,Charter,CABLE,AL,SOUTH,-6,-5,60,4
10647,Charter,CABLE,OR,WEST,-8,-7,30,4
10654,Charter,CABLE,CA,WEST,-8,-7,60,4
10661,Charter,CABLE,GA,SOUTH,-5,-4,60,4
10663,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
10668,Charter,CABLE,WA,WEST,-8,-7,60,4
10669,Charter,CABLE,CA,WEST,-8,-7,60,4
10678,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
10685,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
10698,Charter,CABLE,NC,SOUTH,-5,-4,60,4
10702,Charter,CABLE,SC,SOUTH,-5,-4,60,4
10709,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
10711,Charter,CABLE,OR,WEST,-8,-7,60,4
10715,Charter,CABLE,GA,SOUTH,-5,-4,60,4
10716,Charter,CABLE,NV,WEST,-8,-7,60,4
10719,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
10721,Charter,CABLE,IL,MIDWEST,-6,-5,30,4
10722,Charter,CABLE,WA,WEST,-8,-7,60,4
10733,Charter,CABLE,SC,SOUTH,-5,-4,15,3
10742,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
10744,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
10758,Charter,CABLE,OR,WEST,-8,-7,60,4
10763,Charter,CABLE,NV,WEST,-8,-7,60,4
10764,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
10765,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
10797,Charter,CABLE,OR,WEST,-8,-7,15,3
10807,Charter,CABLE,NV,WEST,-8,-7,60,4
10814,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
10815,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
10829,Charter,CABLE,LA,SOUTH,-6,-5,60,4
10830,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
10844,Charter,CABLE,GA,SOUTH,-5,-4,60,4
10846,Charter,CABLE,LA,SOUTH,-6,-5,60,4
10851,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
10859,Charter,CABLE,CA,WEST,-8,-7,15,3
10868,Charter,CABLE,MO,MIDWEST,-6,-5,60,4
10900,Charter,CABLE,VA,SOUTH,-5,-4,60,4
10904,Charter,CABLE,AL,SOUTH,-6,-5,60,4
10931,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
10932,Charter,CABLE,TN,SOUTH,-6,-5,60,4
10949,Charter,CABLE,GA,SOUTH,-5,-4,60,4
10964,Charter,REMOVE,IL,MIDWEST,-6,-5,REMOVE,REMOVE
10971,Charter,CABLE,NE,MIDWEST,-6,-5,60,4
11021,Charter,CABLE,WA,WEST,-8,-7,60,4
11025,Charter,CABLE,LA,SOUTH,-6,-5,60,4
11030,Charter,CABLE,WA,WEST,-8,-7,60,4
11031,Charter,CABLE,CA,WEST,-8,-7,15,3
11038,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11042,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
11048,Charter,CABLE,TN,SOUTH,-6,-5,60,4
11059,Charter,CABLE,GA,SOUTH,-5,-4,60,4
11062,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11065,Charter,CABLE,TN,SOUTH,-6,-5,60,4
11066,Charter,CABLE,CA,WEST,-8,-7,60,4
11081,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11083,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11086,Charter,CABLE,SC,SOUTH,-5,-4,60,4
11088,Charter,CABLE,TX,SOUTH,-6,-5,60,4
11096,Charter,CABLE,SC,SOUTH,-5,-4,60,4
11100,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11108,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11118,Charter,CABLE,VA,SOUTH,-5,-4,60,4
11120,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11131,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
11149,Charter,CABLE,AL,SOUTH,-6,-5,60,4
11151,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
11153,Charter,CABLE,GA,SOUTH,-5,-4,15,3
11171,Charter,CABLE,TN,SOUTH,-6,-5,20,4
11176,Charter,CABLE,AL,SOUTH,-6,-5,60,4
11178,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11189,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11194,Charter,CABLE,SC,SOUTH,-5,-4,60,4
11199,Charter,CABLE,OR,WEST,-8,-7,60,4
11207,Charter,CABLE,GA,SOUTH,-5,-4,60,4
11209,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11216,Charter,CABLE,SC,SOUTH,-5,-4,60,4
11222,Charter,CABLE,SC,SOUTH,-5,-4,60,4
11224,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11242,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11260,Charter,CABLE,MO,MIDWEST,-6,-5,15,3
11275,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11277,Charter,CABLE,SC,SOUTH,-5,-4,60,4
11285,Charter,CABLE,TN,SOUTH,-6,-5,60,4
11288,Charter,CABLE,AL,SOUTH,-6,-5,60,4
11289,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11290,Charter,CABLE,WA,WEST,-8,-7,60,4
11298,Charter,CABLE,CA,WEST,-8,-7,60,4
11311,Charter,CABLE,GA,SOUTH,-5,-4,60,4
11312,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11332,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11336,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11354,Charter,CABLE,GA,SOUTH,-5,-4,15,3
11367,Charter,CABLE,AL,SOUTH,-6,-5,60,4
11375,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11383,Charter,CABLE,AL,SOUTH,-6,-5,60,4
11390,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11392,Charter,CABLE,WI,MIDWEST,-6,-5,15,3
11404,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11411,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
11414,Charter,REMOVE,TN,SOUTH,-6,-5,REMOVE,REMOVE
11418,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11423,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11438,Charter,CABLE,CA,WEST,-8,-7,60,4
11443,Charter,CABLE,NV,WEST,-8,-7,60,4
11540,Charter,CABLE,IL,MIDWEST,-6,-5,REMOVE,REMOVE
11541,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11542,Charter,CABLE,WA,WEST,-8,-7,15,3
11551,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11552,Charter,CABLE,TX,SOUTH,-6,-5,60,4
11558,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11560,Charter,CABLE,WA,WEST,-8,-7,60,4
11567,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
11570,Charter,CABLE,LA,SOUTH,-6,-5,60,4
11582,Charter,CABLE,OR,WEST,-8,-7,60,4
11583,Charter,CABLE,NC,SOUTH,-5,-4,60,4
11592,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
11596,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11599,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11610,Charter,CABLE,GA,SOUTH,-5,-4,60,4
11626,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11690,Charter,CABLE,SC,SOUTH,-5,-4,30,4
11693,Charter,CABLE,FL,SOUTH,-5,-4,60,4
11707,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
11713,Charter,CABLE,CA,WEST,-8,-7,60,4
11746,Charter,CABLE,WA,WEST,-8,-7,60,4
11751,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
11942,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
11945,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
12041,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12043,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12044,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12046,Charter,CABLE,VA,SOUTH,-5,-4,60,4
12048,Charter,CABLE,SC,SOUTH,-5,-4,60,4
12052,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12053,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12056,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12062,Charter,CABLE,CA,WEST,-8,-7,15,3
12065,Charter,CABLE,TN,SOUTH,-6,-5,15,3
12066,Charter,CABLE,WI,MIDWEST,-6,-5,15,3
12067,Charter,CABLE,NV,WEST,-8,-7,60,4
12069,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12070,Charter,CABLE,IL,MIDWEST,-6,-5,REMOVE,REMOVE
12083,Charter,CABLE,OR,WEST,-8,-7,60,4
12084,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
12088,Charter,CABLE,MI,MIDWEST,-6,-5,60,4
12089,Charter,CABLE,TN,SOUTH,-6,-5,15,3
12093,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12109,Charter,CABLE,NC,SOUTH,-5,-4,60,4
12110,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12115,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12126,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12139,Charter,CABLE,SC,SOUTH,-5,-4,60,4
12140,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12143,Charter,CABLE,CA,WEST,-8,-7,60,4
12149,Charter,CABLE,NC,SOUTH,-5,-4,60,4
12152,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12156,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12160,Charter,CABLE,TX,SOUTH,-6,-5,60,4
12164,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12165,Charter,CABLE,TN,SOUTH,-6,-5,15,3
12166,Charter,CABLE,SC,SOUTH,-5,-4,15,3
12173,Charter,CABLE,LA,SOUTH,-6,-5,60,4
12177,Charter,CABLE,GA,SOUTH,-5,-4,60,4
12179,Charter,CABLE,OR,WEST,-8,-7,60,4
12193,Charter,CABLE,CA,WEST,-8,-7,60,4
12196,Charter,CABLE,NC,SOUTH,-5,-4,15,3
12206,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12207,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12209,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12214,Charter,CABLE,NV,WEST,-8,-7,60,4
12216,Charter,CABLE,NC,SOUTH,-5,-4,60,4
12217,Charter,CABLE,OR,WEST,-8,-7,60,4
12218,Charter,REMOVE,IL,MIDWEST,-6,-5,REMOVE,REMOVE
12219,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12242,Charter,CABLE,OR,WEST,-8,-7,60,4
12317,Charter,CABLE,CA,WEST,-8,-7,60,4
12382,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12386,Charter,CABLE,TX,SOUTH,-6,-5,15,3
12387,Charter,CABLE,SC,SOUTH,-5,-4,20,4
12388,Charter,CABLE,WI,MIDWEST,-6,-5,30,4
12394,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
12412,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12430,Charter,CABLE,WA,WEST,-8,-7,60,4
12458,Charter,CABLE,CA,WEST,-8,-7,60,4
12472,Charter,CABLE,WI,MIDWEST,-6,-5,15,3
12496,Charter,CABLE,CA,WEST,-8,-7,60,4
12590,Charter,CABLE,GA,SOUTH,-5,-4,15,3
12695,Charter,CABLE,NV,WEST,-8,-7,60,4
12739,Charter,CABLE,WA,WEST,-8,-7,60,4
12740,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12767,Charter,CABLE,WA,WEST,-8,-7,60,4
12777,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
12781,Charter,CABLE,CA,WEST,-8,-7,60,4
12888,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
12976,Charter,CABLE,LA,SOUTH,-6,-5,60,4
12980,Charter,CABLE,CA,WEST,-8,-7,60,4
12981,Charter,CABLE,NC,SOUTH,-5,-4,60,4
13090,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
13230,Charter,CABLE,MI,MIDWEST,-5,-4,30,4
13293,Charter,CABLE,FL,SOUTH,-6,-5,REMOVE,REMOVE
13334,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
13368,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
13469,Charter,CABLE,NC,SOUTH,-5,-4,60,4
13472,Charter,CABLE,OR,WEST,-8,-7,60,4
13474,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
13480,Charter,CABLE,CA,WEST,-8,-7,15,3
13491,Charter,CABLE,NE,MIDWEST,-7,-6,60,4
13592,Charter,CABLE,OR,WEST,-8,-7,60,4
13689,Charter,CABLE,SC,SOUTH,-5,-4,60,4
13698,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
13728,Charter,CABLE,GA,SOUTH,-5,-4,60,4
14675,Charter,CABLE,OR,WEST,-8,-7,60,4
14696,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
14710,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
14717,Charter,CABLE,SC,SOUTH,-5,-4,60,4
26063,Charter,CABLE,CA,WEST,-8,-7,60,4
26791,Charter,CABLE,VA,SOUTH,-5,-4,60,4
27096,Charter,CABLE,WA,WEST,-8,-7,60,4
27103,Charter,CABLE,WA,WEST,-8,-7,60,4
27141,Charter,CABLE,WA,WEST,-8,-7,60,4
27234,Charter,CABLE,CA,WEST,-8,-7,60,4
27350,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
27360,Charter,REMOVE,UNKNOWN,UNKNOWN,-6,-5,REMOVE,REMOVE
27955,Charter,CABLE,MO,MIDWEST,-6,-5,60,4
28043,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
28093,Charter,CABLE,MI,MIDWEST,-5,-4,15,3
28096,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
28108,Charter,CABLE,MN,MIDWEST,-6,-5,12,0.896
28247,Charter,CABLE,NC,SOUTH,-5,-4,60,4
28249,Charter,CABLE,NC,SOUTH,-5,-4,60,4
28250,Charter,CABLE,GA,SOUTH,-5,-4,60,4
28255,Charter,CABLE,TN,SOUTH,-5,-4,100,5
28257,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
28660,Charter,CABLE,SC,SOUTH,-5,-4,30,4
28729,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
28733,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
28737,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
28747,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
28772,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
28776,Charter,CABLE,LA,SOUTH,-6,-5,60,4
28867,Charter,CABLE,WA,WEST,-8,-7,60,4
28898,Charter,CABLE,SC,SOUTH,-5,-4,60,4
28922,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
29004,Charter,CABLE,MN,MIDWEST,-6,-5,15,3
29614,Charter,CABLE,MT,WEST,-7,-6,3,0.64
30635,Charter,CABLE,AL,SOUTH,-6,-5,60,4
30637,Charter,CABLE,MI,MIDWEST,-5,-4,100,5
30641,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
30645,Charter,CABLE,IL,MIDWEST,-6,-5,100,4
30648,Charter,CABLE,WI,MIDWEST,-6,-5,100,5
30650,Charter,CABLE,NV,WEST,-8,-7,100,5
30654,Charter,CABLE,CA,WEST,-8,-7,100,5
30688,Charter,CABLE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
32466,Charter,CABLE,OR,WEST,-8,-7,60,4
132338,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
180544,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
180698,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
180710,Charter,CABLE,NC,SOUTH,-5,-4,60,4
186934,Charter,CABLE,TX,SOUTH,-6,-5,60,4
207622,Charter,CABLE,MO,MIDWEST,-6,-5,60,4
213376,Charter,CABLE,NC,SOUTH,-5,-4,60,4
213486,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
213488,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
213516,Charter,CABLE,MO,MIDWEST,-6,-5,60,4
213540,Charter,CABLE,TX,SOUTH,-6,-5,30,4
213574,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
214140,Charter,CABLE,CT,NORTHEAST,-5,-4,60,4
214160,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
214168,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
214176,Charter,CABLE,CA,WEST,-8,-7,100,5
214178,Charter,CABLE,CA,WEST,-8,-7,100,5
214534,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
214668,Charter,CABLE,CA,WEST,-8,-7,60,4
215072,Charter,CABLE,GA,SOUTH,-5,-5,60,4
215080,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
215724,Charter,CABLE,CA,WEST,-8,-7,60,4
216580,Charter,CABLE,SC,SOUTH,-5,-4,60,4
216640,Charter,CABLE,NY,NORTHEAST,-5,-5,60,4
216700,Charter,CABLE,WA,WEST,-8,-7,30,4
216726,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
216744,Charter,REMOVE,TN,SOUTH,-5,-4,REMOVE,REMOVE
216746,Charter,CABLE,TN,SOUTH,-6,-5,100,5
216766,Charter,CABLE,WI,MIDWEST,-6,-5,100,5
216824,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
232350,Charter,CABLE,UNKNOWN,UNKNOWN,-8,-7,100,5
232358,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
232360,Charter,CABLE,GA,SOUTH,-5,-4,100,5
234184,Charter,CABLE,MO,MIDWEST,-6,-5,30,4
234208,Charter,CABLE,OR,WEST,-8,-7,60,4
234210,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
241847,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
241865,Charter,CABLE,TN,SOUTH,-5,-5,60,4
248160,Charter,CABLE,CA,WEST,-8,-7,60,4
251462,Charter,CABLE,WA,WEST,-8,-7,30,4
256968,Charter,CABLE,CA,WEST,-8,-7,60,4
420958,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
421808,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
444644,Charter,CABLE,SC,SOUTH,-5,-4,60,4
468766,Charter,CABLE,VA,SOUTH,-5,-4,60,4
566342,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
566348,Charter,CABLE,GA,SOUTH,-5,-4,60,4
589704,Charter,CABLE,IL,MIDWEST,-6,-5,100,5
598598,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
599842,Charter,CABLE,MO,MIDWEST,-6,-5,60,4
600892,Charter,CABLE,GA,SOUTH,-5,-4,60,4
600898,Charter,CABLE,AL,SOUTH,-6,-5,60,4
600902,Charter,CABLE,CA,WEST,-8,-7,60,4
605664,Charter,CABLE,TN,SOUTH,-6,-5,60,4
614100,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
615062,Charter,CABLE,GA,SOUTH,-5,-4,3,0.768
615280,Charter,REMOVE,OR,WEST,-8,-7,REMOVE,REMOVE
620664,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
625894,Charter,CABLE,NC,SOUTH,-5,-4,60,4
625896,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
625898,Charter,CABLE,NV,WEST,-8,-7,30,4
625928,Charter,CABLE,TX,SOUTH,-6,-5,60,4
632970,Charter,CABLE,SC,SOUTH,-5,-4,60,4
637780,Charter,CABLE,GA,SOUTH,-5,-4,60,4
655400,Charter,CABLE,NV,WEST,-8,-7,60,4
658308,Charter,CABLE,MN,MIDWEST,-6,-5,100,5
658314,Charter,CABLE,GA,SOUTH,-5,-4,60,4
658330,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
660284,Charter,CABLE,NE,MIDWEST,-6,-5,15,3
660866,Charter,CABLE,NC,SOUTH,-5,-4,60,4
660964,Charter,CABLE,AL,SOUTH,-6,-5,60,4
660978,Charter,CABLE,GA,SOUTH,-5,-4,15,3
661056,Charter,CABLE,UNKNOWN,UNKNOWN,-6,-5,60,4
662402,Charter,CABLE,TX,SOUTH,-6,-5,15,3
663420,Charter,REMOVE,MO,MIDWEST,-6,-5,REMOVE,REMOVE
664654,Charter,REMOVE,UNKNOWN,UNKNOWN,-6,-5,REMOVE,REMOVE
665194,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
665200,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
665210,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
668492,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
670029,Charter,CABLE,MN,MIDWEST,-6,-5,60,4
670115,Charter,CABLE,WI,MIDWEST,-6,-5,60,4
676040,Charter,CABLE,VA,SOUTH,-5,-4,60,4
797240,Charter,CABLE,MA,NORTHEAST,-5,-4,60,4
797332,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
797334,Charter,CABLE,MI,MIDWEST,-5,-4,60,4
797342,Charter,CABLE,MI,MIDWEST,-5,-4,30,4
797350,Charter,REMOVE,WI,MIDWEST,-6,-5,REMOVE,REMOVE
797460,Charter,CABLE,CA,WEST,-8,-7,60,4
797604,Charter,CABLE,WA,WEST,-8,-7,60,4
797708,Charter,CABLE,MT,WEST,-7,-6,60,4
797752,Charter,CABLE,CA,WEST,-8,-7,60,4
799590,Charter,CABLE,SC,SOUTH,-5,-4,60,4
799872,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799876,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799882,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799892,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799902,Charter,CABLE,OR,WEST,-8,-7,60,4
799906,Charter,CABLE,AL,SOUTH,-6,-5,100,5
799922,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799932,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799936,Charter,CABLE,CA,WEST,-8,-7,100,5
799942,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
799946,Charter,CABLE,IL,MIDWEST,-6,-5,100,4
801236,Charter,CABLE,MO,MIDWEST,-6,-5,100,4
805290,Charter,CABLE,WI,MIDWEST,-6,-5,15,3
805692,Charter,CABLE,WA,WEST,-8,-7,60,4
806714,Charter,CABLE,VA,SOUTH,-5,-4,60,4
27301,Cincinnati Bell,MISC,KY,SOUTH,-5,-4,MISC,MISC
7610,Clearwire,MISC,WA,WEST,-8,-7,MISC,MISC
7697,Clearwire,MISC,OR,WEST,-8,-7,MISC,MISC
8860,Clearwire,MISC,MD,SOUTH,-5,-4,MISC,MISC
9592,Clearwire,MISC,TX,SOUTH,-6,-5,MISC,MISC
10081,Clearwire,MISC,CA,WEST,-8,-7,MISC,MISC
10805,Clearwire,MISC,CA,WEST,-8,-7,MISC,MISC
11749,Clearwire,MISC,CA,WEST,-8,-7,MISC,MISC
625936,Clearwire,MISC,UNKNOWN,UNKNOWN,-6,-5,MISC,MISC
414,Comcast,REMOVE,WA,WEST,-8,-7,REMOVE,REMOVE
422,Comcast,CABLE,WA,WEST,-8,-7,50,5
471,Comcast,REMOVE,AZ,WEST,-7,-7,REMOVE,REMOVE
475,Comcast,CABLE,IL,MIDWEST,-6,-5,75,10
545,Comcast,REMOVE,NJ,NORTHEAST,-5,-4,REMOVE,REMOVE
548,Comcast,REMOVE,CA,WEST,-5,-4,REMOVE,REMOVE
551,Comcast,CABLE,SC,SOUTH,-5,-4,75,10
559,Comcast,REMOVE,UT,WEST,-7,-6,REMOVE,REMOVE
566,Comcast,CABLE,NH,NORTHEAST,-5,-4,25,5
615,Comcast,CABLE,PA,NORTHEAST,-5,-4,75,5
616,Comcast,CABLE,VA,SOUTH,-5,-4,25,5
630,Comcast,CABLE,TX,SOUTH,-6,-5,6,2
638,Comcast,CABLE,PA,NORTHEAST,-5,-4,25,5
643,Comcast,REMOVE,CA,WEST,-8,-7,REMOVE,REMOVE
650,Comcast,CABLE,IL,MIDWEST,-6,-5,25,5
660,Comcast,CABLE,IN,MIDWEST,-5,-4,25,5
668,Comcast,CABLE,CT,NORTHEAST,-5,-4,25,5
